feature,coefficient_log_odds,odds_multiplier
smoker_yes,4.984720508573005,146.16271809018903
region_southwest,-0.33287793429036777,0.7168576925582605
children,0.16360962304839713,1.1777544571448733
region_southeast,0.1511066099702387,1.1631206517302881
sex_male,0.1279486770958412,1.1364946729930692
region_northwest,0.09029311229826668,1.0944950466516972
bmi,0.03580464823432542,1.036453353720219
age,0.027438489188669132,1.0278183912196515
